headword,pronunciation,approval_batch,use_type,root_word,meaning,usage_note,derivation,origin_nation,national_usage,variant_forms,variant_pronunciations,related_words,example_celan,example_translation,source_entry_ids
Rynarth,/rynahrth/,,Noun,,Fox-like Predator,Mountain; Clever fox-like predator adapted to rocky and wooded slopes.; Cultural role: Cunning slope hunter.,,,,,,,,,OHC-0009
Sadar,/sah-dahr/,"Clothing, Wearable Protection, and Ordinary Materials 2",Noun,,Sand; loose mineral grains produced by weathering and moved by wind or water,,,,,,,Brossadar; Felsadar; Sadarjor; Sadarmorl,kes I bros an sadar.,I notice a stratum in the sand.,LX-CWM2-0004; XR-sadar
Sadarjor,/sah-dahr-jor/,"Environment, Geography, and Ecology 1",Noun,SADAR; JOR,Sandstorm; wind-driven sand dense or forceful enough to impair travel sight or safety,,Sadar sand + Jor surge,,,,,Sadar; Jor; Brossadar; Drenjor; Felsadar; Drojormek; Sadarmorl; Eshjor; Joreth; Jorkal; Jorlin; Jornak; Jornor; Jorvak; Jorvalin; Jorvar; Jorvilor; Jorzhael; Jorzhel; Jorzhelkav; Karjor; Leyajor; Morljor; Ngarjor; Ngarjoraen; Rathjor; Rathorjor; Ravjor; Tavojorin; Veljor,xar kesvar shara thal morljor ser sadarjor.,The patrol closes the route because of landslide and sandstorm.,LX-EGE1-0029
Sadarmorl,/sah-dahr-mohrl/,"Clothing, Wearable Protection, and Ordinary Materials 2",Noun,SADAR; MORL,"Sandstone; consolidated sand-grained stone used in buildings, carving, and paving",,Sadar sand + Morl stone,,,,,Sadar; Morl; Brossadar; Morl-; Felsadar; Brosmorl; Sadarjor; Delmorl; Felmorl; Kalmorl; Krezmorl; Mahrmorl; Morlatharim; Morlathor; Morldren; Morljor; Morlpral; Morlshan; Morlshara; Morlverd; Morlzhir; Neshmorl; Pelmorl; Shanmorl; Velkmorl; Xarmorl,rinaen kaleth thal sadarmorl.,The fortress is made from sandstone.,LX-CWM2-0005
Saren,/sah-rehn/,"Food, Agriculture, and Preservation 2",Noun,,"Wheat; the cultivated cereal whose kernels are commonly ground into flour for bread, porridge, and other foods",,,,,,,,rinaen saren an sov.,The wheat is in the field.,LX-FAP2-0001; XR-saren
Sava,/sah-vah/,"Health, Treatment, and Survival 1",Noun,,Care or treatment for sickness or injury in ordinary speech without specifying a formal method or clinical plan,,,,,,,Savaen; Savin; Savor,tal savin sava.,The patient receives care.,LX-HTS1-0007; XR-sava
Savaen,/sah-vah-ehn/,"Health, Treatment, and Survival 1",Verb,SAVA,To care for or treat someone who is sick or injured in an ordinary nontechnical sense,,Sava ordinary health care + -aen verb,,,,,Sava; Savin; Savor,savaen zhaelral savin.,The healer cares for the patient.,LX-HTS1-0008
Savin,/sah-veen/,"Health, Treatment, and Survival 1",Noun,SAVA,Patient; a person or living being presently receiving or awaiting health care,,Sava ordinary health care + -in participant relation,,,,,Sava; Savaen; Savor,dor seren xar an savin.,The guardian places a cover on the patient.,LX-HTS1-0009
Savor,/sah-vohr/,"Health, Treatment, and Survival 1",Noun,SAVA,Clinic infirmary or ordinary place organized to provide health care,,Sava ordinary health care + -or place,,,,,Sava; Savaen; Savin,var I an savor.,I go to the clinic.,LX-HTS1-0010
Seki,/seh-kee/,"Reproductive Anatomy, Bodily Fluids, and Extremities 2",Noun,,Ovary; a gonad that produces ova and reproductive hormones,,,,,,,,rinaen aiv an seki-ian.,There is pain in my ovary.,LX-RABFE2-0006; XR-seki
Sel,/sehl/,Semantic Continuity and Polysemy 1,Noun,,Mental clarity; an unobscured and internally ordered state of thought without implying truth evidence or correctness,,,,,,,Drenselaen; Drosel; Seldrenvinaen; Selineth; Selmek; Selmor; Selnemaen; Selpralaen; Selshan; Selzhir; Verdselzhir,rinaen sel an lianor-ian.,There is clarity in my thought.,LX-SCP1-0006; XR-sel
Sel,/sehl/,Semantic Continuity and Polysemy 1,Noun,,Physical clarity; purity; absence of grime,"Builds words for cleanliness, purity, transparency, and physically clear states.",,,,,,Drenselaen; Drosel; Seldrenvinaen; Selineth; Selmek; Selmor; Selnemaen; Selpralaen; Selshan; Selzhir; Verdselzhir,rinaen sel an lianor-ian.,There is clarity in my thought.,LX-SCP1-0006; XR-sel
Seldrenvinaen,/sehl-drehn-veen-ah-ehn/,"Food, Agriculture, and Preservation 2",Verb,SEL; DREN; VIN,To distill; to purify or concentrate a liquid by vaporizing it and collecting the condensed result,,Sel purity + Dren liquid + Vin extraction + -aen,,,Seladrenvinaen,/seh-lah-drehn-veen-ah-ehn/,Sel; Dren; Vin; Drenselaen; Dren-; Felvin; Drosel; Drenaen; Jekvin; Selineth; Drenalor; Phelvin; Selmek; Drenartheth; Teravin; Selmor; Drenesh; Tharvin; Selnemaen; Dreneth; Verdvin; Selpralaen; Drenfel; Vindrenaen; Selshan; Drenfellak; Welvinor; Selzhir; Drenjor; Xarfelvin; Verdselzhir; Drenkavvek; Zordrenvinaen; Drenkor; Drenkorath; Drenlivar; Drenpralaen; Drenrek; Drenshal; Drentalaen; Drenvaraen; Drenvelesh; Drenverd; Drenvokesh; Drenvor; Emildren; Eshdren; Eshdrenaen; Feldrenaen; Fennildren; Kelvordren; Krezdrenaen; Krezdrenvek; Lorinshaldren; Morldren; Peldren; Terradren; Vethdren; Zordren,seldrenvinaen zhaelral dren.,The healer distills the water.,LX-FAP2-0019
Selineth,/seh-lee-nehth/,,Adjective,SEL,"Clean, Pure",Sel- (clear/pure) + -eth,,,,,,Sel; Drenselaen; Drosel; Seldrenvinaen; Selmek; Selmor; Selnemaen; Selpralaen; Selshan; Selzhir; Verdselzhir,Rinaen dren selineth.,The water is clean.,LX-V4-0022
Selkari,/sehlkah-ree/,,Noun,,Ocean Guardian,"Mythic / Symbolic; Serpent-like deep-sea guardian, graceful and revered, said to surface during celestial events.; Cultural role: Mythic coastal guardian and sacred ocean figure.",,,,,,,,,OHC-0020
Selmek,/sehl-mehk/,Domestic and Sensory Life 1,Noun,SEL; MEK,A hard clear manufactured material that transmits light; glass,,Sel + Mek,,,,,Sel; Mek; Drenselaen; Anmek; Drosel; Belmek; Seldrenvinaen; Belpralmek; Selineth; Drojormek; Selmor; Felmek; Selnemaen; Jekmek; Selpralaen; Kalmek; Selshan; Karmek; Selzhir; Kesmek; Verdselzhir; Kormek; Lormek; Lormekral; Mekaru; Mekeshpral; Mekkes; Mekor; Mekpralor; Mekral; Mekrask; Mekreth; Mekshara; Mormek; Nethmek; Normek; Rakumek; Rinmek; Shanmek; Shenmek; Thalmek; Varokmek; Varshanmek; Velmek; Wekmek; Zhelvek,rinaen kavvek selmek.,The jar is glass.,LX-DSL1-0012
Selmor,/sehl-mor/,"Environment, Geography, and Ecology 1",Noun,SEL; MOR,Plain; broad relatively level open ground,,Sel clear or unobstructed + Mor ground,,,,,Sel; Mor; Drenselaen; Belmor; Drosel; Brenmor; Seldrenvinaen; Felmor; Selineth; Hirmor; Selmek; Kadromor; Selnemaen; Kinnmor; Selpralaen; Kormor; Selshan; Krezmorath; Selzhir; Mavmor; Verdselzhir; Mbalanmor; Moraen; Mordralfel; Moreth; Morkal; Morkar; Mormek; Morolan; Morpralaen; Morshen; Morthas; Morthera; Morvek; Morvenak; Morzhael; Morzhelshan; Ndavimor; Pralmor; Rethmor; Tharmor; Tlamor; Vekmor; Velmor; Welmor,wel dren shan shanmorl an selmor.,Water flows continuously through the canyon into the plain.,LX-EGE1-0007
Selnemaen,/sehl-nehm-ah-ehn/,"Understanding, Helping, and Emotional Interiority 1",Verb,NEM; SEL,To clarify; to make an existing statement idea instruction or understanding less obscure or ambiguous,,Sel mental clarity + Nem understanding + -aen verb,,,,,Nem; Sel; Kelnemaen; Drenselaen; Nemaen; Drosel; Rethnem; Seldrenvinaen; Rethnemaen; Selineth; Selmek; Selmor; Selpralaen; Selshan; Selzhir; Verdselzhir,va selnemaen Ya kel.,Clarify what was said.,LX-UHEI1-0006
Selpralaen,/sehl-prah-lah-ehn/,Domestic and Sensory Life 1,Verb,SEL; PRAL,To polish; to rub or work a surface until it becomes smooth clean or reflective,,Sel + Pral + -aen,,,,,Sel; Pral; Drenselaen; Balpral; Drosel; Balpralaen; Seldrenvinaen; Belpralmek; Selineth; Davapral; Selmek; Drenpralaen; Selmor; Dropralaen; Selnemaen; Emilpral; Selshan; Emilpralaen; Selzhir; Emilpraleth; Verdselzhir; Eshpral; Eshpralaen; Eshpralor; Kelpral; Krezpral; Krezpralaen; Mahrpral; Mahrpralor; Mekeshpral; Mekpralor; Morlpral; Morpralaen; Norpral; Pralaen; Pralbal; Pralfel; Pralhav; Pralilan; Pralin; Pralmor; Pralor; Pralral; Pralvek; Pralvinor; Pralvokesh; Rethpral; Rinpral; Shenpralor; Tenarpralaen; Vekpralor; Velpralaen; Velpralim; Velpralor; Velpraltrakor; Vethpralaen; Welpralor; Zhaelpralaen; Zhelpralaen,selpralaen I tirkal.,I polish the bronze.,LX-DSL1-0025
Selshan,/sehl-shahn/,Tools and Machines 1,Noun,SEL; SHAN,A filter; a material or device that permits selected passage while removing or blocking unwanted matter,,Sel physical clarity or purification + Shan passage,,,,,Sel; Shan; Selshanaen; Drenselaen; Anshanaen; Drosel; Balshan; Seldrenvinaen; Belshan; Selineth; Davashanaen; Selmek; Dralshaneth; Selmor; Emilshan; Selnemaen; Lorzhiranshan; Selpralaen; Lorzhirthalshan; Selzhir; Mavbalshanaen; Verdselzhir; Mavbalshaneth; Morlshan; Ndemshan; Nokashan; Norshan; Ohmshan; Ravshan; Shalshan; Shanartheth; Shankalaen; Shanmek; Shanmorl; Shannali; Shantham; Shanvelrathor; Shanvelzhiraen; Terrashaneth; Thalshanaen; Urenshan; Vaarshan; Varshanmek; Velpralim; Worshankal; Zhelshan; Zhelshaneth,rinaen selshan an shanmek.,The filter is in the pipe.,LX-TM1-0031
Selshanaen,/sehl-shahn-ah-ehn/,Tools and Machines 1,Verb,,To filter; to pass matter through a selective barrier so unwanted material is removed,,Selshan filter + -aen,,,,,Selshan,selshanaen I dren.,I filter the water.,LX-TM1-0032
Selzhir,/sehl-zheer/,"Clothing, Wearable Protection, and Ordinary Materials 1",Noun,SEL; ZHIR,"Silk; fine, smooth, strong natural filament, and by extension the cloth woven from that filament",,Sel smooth clarity + Zhir thread,,,,,Sel; Zhir; Drenselaen; Zhir-; Drosel; Aenzhir; Seldrenvinaen; Belzhir; Selineth; Belzhirkavor; Selmek; Emilzhir; Selmor; Felzhir; Selnemaen; Jekzhirvek; Selpralaen; Kavelzhiraen; Selshan; Krenzhir; Verdselzhir; Lianzhir; Lorzhir; Morlzhir; Ngarzhir; Norzhir; Nyelzhir; Shenzhir; Velzhiraen; Xarzhir; Zharin; Zhirath; Zhirbel; Zhirelorim; Zhiren; Zhirin; Zhirkalor; Zhirkel; Zhirkor; Zhirnyel; Zhirpel; Zhirrathor; Zhirshara; Zhirvek; Zhirverd; Zhirvok; Zhivor; Zhivorin,rinaen belxar selzhir.,The garment is silk.,LX-CWM1-0023
Senar,/seh-nahr/,,Noun,,Six,,,,,,,,,,LX-V3-0139; XR-senar
Ser,/ser/,,Noun,,Friend / Ally,,,,,,,Ser-; Serathrin; Serdel; Serilin; Serin; Sernor; Servok,ra var ser?,Where does the friend go?,LX-V1-0016; LX-V2-0036; LX-V2-0065; LX-V4-0076; LX-V4-0112
Ser,/ser/,,Preposition,,With,,,,,,,Ser-; Serathrin; Serdel; Serilin; Serin; Sernor; Servok,ra var ser?,Where does the friend go?,LX-V1-0016; LX-V2-0036; LX-V2-0065; LX-V4-0076; LX-V4-0112
Ser,/ser/,,Conjunction,,And,,,,,,,Ser-; Serathrin; Serdel; Serilin; Serin; Sernor; Servok,ra var ser?,Where does the friend go?,LX-V1-0016; LX-V2-0036; LX-V2-0065; LX-V4-0076; LX-V4-0112
Ser-,/sehr-/,,Noun,,"Friend, ally; also with and and.",Refines existing Ser friend/with/and polysemy; no resolution applied.,,,,,,Ser; Serathrin; Serdel; Serilin; Serin; Sernor; Servok,,,DM-RM-S3-0023
Sera,/seh-rah/,,Particle,,"Also, Too, Even, As well (additive).","Usage: Flexible placement, often after subject or near modified element.",,,,,,,,,LX-V3-0028
Seraen,/seh-rah-ehn/,,Verb,,To Trust / Ally With.,"Derivation: From Ser (Friend/Ally) + -aen. Usage: Standard verb, follows VSO.",,,,,,,Seraen Kaikoa Lianor.,Kaikoa trusts the Sir.,LX-V3-0095
Serathrin,/sehr-ah-three-n/,Dictionary Review 1,Noun,Ser-; ATH; RIN,Confidant / Trusted inner friend / Sworn ally,,Ser friend/ally + Ath enduring state + Rin essence; approved confidant meaning.,,,,,Ser; Athnor; Rin; Ser-; Dovath; Rin-; Serdel; Drenkorath; Arthrin; Serilin; Felath; Balrin; Serin; Kalorinath; Belrin; Sernor; Krezmorath; Brosrin; Servok; Sivathaen; Kalrin; Zhirath; Kelrin; Kesrin; Phelrin; Rathrin; Rinaen; Rinarshor; Rinaru; Rinbel; Rinbelxar; Rinmek; Rinpel; Rinpral; Rinshen; Rinvarash; Rinvek; Shalrin; Talrin; Vaarrin; Velrin; Vethrin; Welrin; Xarrin,aen serathrin lian.,The confidant speaks the truth.,LX-DR1-0005
Serdel,/sehr-dehl/,Conversational Narrative Engine 1,Preposition,Ser-; DEL,Between; in the interval or relation bounded by two anchors,,Ser + Del,,,,,Ser; Del; Ser-; Deldavaen; Serathrin; Delkorin; Serilin; Delkormek; Serin; Delmorl; Sernor; Delnor; Servok; Delpel; Delvelrathor; Delwek; Kavdeldava,rinaen krezor serdel nethlor ser pralor.,The hearth is between the bed and the table.,LX-CNE1-0033
Seren,/seh-rehn/,,Noun,,Guardian / Protector,,,,,,,Serenkal,keldoraen seren lianrethxar.,The guardian marks the anomaly boundary.,LX-V2-0033; LX-V3-0007
Seren,/seh-rehn/,,Noun,,Guardian/Protector,,,,,,,Serenkal,keldoraen seren lianrethxar.,The guardian marks the anomaly boundary.,LX-V2-0033; LX-V3-0007
Serenkal,/seh-rehnkahl/,,Noun,KAL,"Elite Warrior / Vanguard / Shock Trooper. Refers specifically to experienced, strong front-line fighters or protectors.",Seren (guardian/protector) + Kal (strength),,,,,,Kal; Seren; Kal-; Arthkal; Felkal; Jekkal; Jorkal; Kalaru; Kalbelrin; Kaldov; Kaleth; Kalkel; Kalmek; Kalmetha; Kalmorl; Kalorinath; Kalrath; Kalrav; Kalrin; Kalshen; Kalvok; Kalvokesh; Kalwek; Mahrkal; Morkal; Rethkal; Shankalaen; Tirkal; Worshankal; Zhirkalor,Nor-var Serenkal thal morl.,The Elite Warriors will advance from the mountain.,LX-V2-0129
Serilin,/seh-ree-leen/,Dictionary Review 1,Noun,Ser-,Sister / Female sibling,,Ser friend/kin + -il affectionate kinship diminutive + -in individual participant. The dedicated everyday meaning is sister/female sibling; the components do not broaden the headword to generic kin or sibling.,,,serilín,/seh-ree-leen/,Ser; Ser-; Serathrin; Serdel; Serin; Sernor; Servok,varan serilin an teremil.,The sister resides at home.,LX-DR1-0016
Serin,/seh-reen/,,Noun,Ser-,Friends,Ser (friend/ally/with) + -in (plural suffix). Plural form of Ser.,,,,,,Ser; Ser-; Serathrin; Serdel; Serilin; Sernor; Servok,var tren serin an dren.,Three friends go to the water.,DX-serin
Sernor,/sehr-nohr/,Conversational Narrative Engine 1,Conjunction,Ser-; NOR,While; during the time that another event occurs,,Ser + Nor,,,,,Ser; Nor; Ser-; Aennor; Serathrin; Athnor; Serdel; Belnoraen; Serilin; Delnor; Serin; Eshnor; Servok; Eshweknor; Felnor; Jornor; Nethnor; nor-ka; Noraen; Noral; Normav; Normek; Norpral; Norreth; Norshan; Norzhir; Pelnor; Rathnor; Shalnor; Thalnor; Thalnoraen; Varnor; Velnor; Vethnor; Weknor; Xilnor,aen I sernor var Ya.,I speak while you walk.,LX-CNE1-0039
Servok,/sehr-vohk/,Conversational Narrative Engine 1,Particle,Ser-; VOK,Together; in one company or coordinated action,,Ser + Vok,,,,,Ser; Vok; Ser-; Vok-; Serathrin; Belvok; Serdel; Drenvokesh; Serilin; Kalvok; Serin; Kalvokesh; Sernor; Kavok; Kelvok; Lorlivok; Pelvokaen; Pralvokesh; Rethvok; Sharavok; Sivvok; Tharvok; Velthaelvok; Vokaen; Voktarin; Zhirvok; Zhivokesh,aenthaelaen welaenthael servok.,The chorus sings together.,LX-CNE1-0024
Sethe,/sehtheh/,,Noun,,Seven,,,,,,,,,,LX-V3-0140; XR-sethe
Sha,/shah/,Short Interrogative Particles 1,Particle,,How; optional content-question particle requesting a manner method or means,,,,,,,,ra pralaen Ya belkor sha?,How do you make the tunic?,LX-SIP1-0004
Shal,/shahl/,,Noun,,Light / New Beginnings / Fate,,,,,,,Shal-; Drenshal; Dreshal; Kinnshal; Ohmshal; Remashalxar; Shalaen; Shalbal; Shaleth; Shalil; Shalithor; Shalkav; Shalkor; Shalnak; Shalnor; Shalor; Shalorin; Shalorveth; Shalpel; Shalrin; Shalshan; Shalvar; Vershalaen; Vethshal,var I ka shal.,I go without light.,LX-V2-0003; LX-V2-0069; LX-V4-0101; XR-shal
Shal,/shahl/,,Verb,,Hope,,,,,,,Shal-; Drenshal; Dreshal; Kinnshal; Ohmshal; Remashalxar; Shalaen; Shalbal; Shaleth; Shalil; Shalithor; Shalkav; Shalkor; Shalnak; Shalnor; Shalor; Shalorin; Shalorveth; Shalpel; Shalrin; Shalshan; Shalvar; Vershalaen; Vethshal,var I ka shal.,I go without light.,LX-V2-0003; LX-V2-0069; LX-V4-0101; XR-shal
Shal-,/shahl-/,,Noun,,"Light, glow, brightness; hope, truth, creation, clarity, revelation, wisdom, life, beginnings.",Conceptual layer preserved; does not replace existing Shal lexicon rows.,,,,,,Shal; Drenshal; Dreshal; Kinnshal; Ohmshal; Remashalxar; Shalaen; Shalbal; Shaleth; Shalil; Shalithor; Shalkav; Shalkor; Shalnak; Shalnor; Shalor; Shalorin; Shalorveth; Shalpel; Shalrin; Shalshan; Shalvar; Vershalaen; Vethshal,,,DM-RM-S3-0001
Shal'taleth,/shahl'tah-lehth/,,Noun,,Light-Offering Ritual.,,,,,,,,,,LX-V3-0075
Shalaen,/shah-lah-ehn/,,Verb,SHAL,To Hope / See Light Ahead.,"Derivation: From Shal (Light/Hope) + -aen. Usage: Standard verb, follows VSO.",,,,,,Shal; Shal-; Drenshal; Dreshal; Kinnshal; Ohmshal; Remashalxar; Shalbal; Shaleth; Shalil; Shalithor; Shalkav; Shalkor; Shalnak; Shalnor; Shalor; Shalorin; Shalorveth; Shalpel; Shalrin; Shalshan; Shalvar; Vershalaen; Vethshal,shalaen I vethral an verdor.,I see the pack hunter in the forest.,LX-V3-0094; LX-V4-0047
Shalaen,/shah-lah-ehn/,,Verb,SHAL,"To See, To perceive with light",Shal (light) + -aen,,,,,,Shal; Shal-; Drenshal; Dreshal; Kinnshal; Ohmshal; Remashalxar; Shalbal; Shaleth; Shalil; Shalithor; Shalkav; Shalkor; Shalnak; Shalnor; Shalor; Shalorin; Shalorveth; Shalpel; Shalrin; Shalshan; Shalvar; Vershalaen; Vethshal,shalaen I vethral an verdor.,I see the pack hunter in the forest.,LX-V3-0094; LX-V4-0047
Shalbal,/shahl-bahl/,"Sex, Birth, and Death 1",Noun,SHAL; BAL,Birth; the emergence of a living being from pregnancy an egg a pod or comparable development into independent life,,Shal life or beginning + Bal budding growth,,,Shalabal,/shah-lah-bahl/,Shal; Bal; Shalbalaen; Shal-; Balemilaen; Shalbaleth; Drenshal; Balpral; Dreshal; Balpralaen; Kinnshal; Balral; Ohmshal; Balrin; Remashalxar; Balshan; Shalaen; Balvek; Shaleth; Drobalaen; Shalil; Mavbal; Shalithor; Pralbal; Shalkav; Shalkor; Shalnak; Shalnor; Shalor; Shalorin; Shalorveth; Shalpel; Shalrin; Shalshan; Shalvar; Vershalaen; Vethshal,rinaen shalbal nor kinnmor.,The birth occurs in the morning.,LX-SBD1-0004
Shalbalaen,/shahl-bah-lah-ehn/,"Sex, Birth, and Death 1",Verb,,To give birth or bring a developing living being into independent life; the passive form means to be born,,Shalbal birth + -aen verb,,,,,Shalbal; Shalbaleth,shalbalaen azron felka.,The woman gives birth to a child.,LX-SBD1-0005
Shalbaleth,/shahl-bah-lehth/,"Sex, Birth, and Death 1",Adjective,,Newborn or newly born; having very recently emerged into independent life,,Shalbal birth + -eth adjective,,,Shalabaleth,/shah-lah-bah-lehth/,Shalbal; Shalbalaen,rinaen felka shalbaleth.,The child is newborn.,LX-SBD1-0006
Shaleth,/shah-lehth/,,Adjective,SHAL,"Yellow, Gold, Bright",Shal (light) + -eth,,,,,,Shal; Shal-; Drenshal; Dreshal; Kinnshal; Ohmshal; Remashalxar; Shalaen; Shalbal; Shalil; Shalithor; Shalkav; Shalkor; Shalnak; Shalnor; Shalor; Shalorin; Shalorveth; Shalpel; Shalrin; Shalshan; Shalvar; Vershalaen; Vethshal,rinaen shena shaleth.,The coin is gold.,LX-V4-0044
Shalil,/shah-leel/,Dictionary Review 1,Verb,SHAL,To flow lightly / To move smoothly / To glide / To drift,,Shal light/radiance/hope + -il continuous light motion; motion imagined as effortless light across a surface.,,,,,Shal; Mahrshalilaen; Shal-; Shalilvek; Drenshal; Trakshalilaen; Dreshal; Kinnshal; Ohmshal; Remashalxar; Shalaen; Shalbal; Shaleth; Shalithor; Shalkav; Shalkor; Shalnak; Shalnor; Shalor; Shalorin; Shalorveth; Shalpel; Shalrin; Shalshan; Shalvar; Vershalaen; Vethshal,Prakorin shalil an dren.,The tender bread flows lightly by the water.,LX-DR1-0004
Shalilvek,/shah-leel-vehk/,Transportation and Vehicle Operations 1,Noun,VEK,A glider; a vehicle or board that travels through sustained low-resistance movement in air water sand or a guided energy current,,Established Shalil flowing or moving lightly + Vek carrier,,,,,Vek; Mahrshalilaen; Anvekaen; Shalil; Balvek; Trakshalilaen; Belvekaen; Dorvekaen; Drenkavvek; Eshvek; Felvek; Jekzhirvek; Karvek; Kavvek; Kelvekral; Kormekvek; Krenzhirvek; Krezdrenvek; Krezvek; Lorvekaen; Lorvekral; Mahrvek; Mahrxarvek; Morvek; Ndavivek; Nethvek; Ngarvek; Pralvek; Ravjorvek; Ravvekaen; Rinvek; Thalvekaen; Thamvek; Urenvek; Varvek; Vekaen; Vekin; Vekmor; Vekpralor; Vekvaraen; Vekxaror; Welvek; Xarvek; Zhelvek; Zhirvek,var shalilvek shan esh.,The glider travels through the air.,LX-TVO1-0011
Shalithor,/shah-leethohr/,,Noun,SHAL,Sunlight,The life-giving essence of sunlight.,,,,,,Shal; Shal-; Drenshal; Dreshal; Kinnshal; Ohmshal; Remashalxar; Shalaen; Shalbal; Shaleth; Shalil; Shalkav; Shalkor; Shalnak; Shalnor; Shalor; Shalorin; Shalorveth; Shalpel; Shalrin; Shalshan; Shalvar; Vershalaen; Vethshal,Shalithor kal dren an Evan.,The sunlight strengthens at the market.,LX-V2-0204
Shalkav,/shahl-kahv/,"Health, Treatment, and Survival 1",Noun,SHAL; KAV,Survival; continued bodily life or essential function despite danger deprivation injury or destructive conditions,,Shal life + Kav preservation or endurance through time,,,Shalakav,/shah-lah-kahv/,Shal; Kav; Shal-; Belzhirkavor; Drenshal; Drenkavvek; Dreshal; Drokav; Kinnshal; Kavaen; Ohmshal; Kavdava; Remashalxar; Kavdavaen; Shalaen; Kavdeldava; Shalbal; Kaveth; Shaleth; Kavkrez; Shalil; Kavolan; Shalithor; Kavral; Shalkor; Kavsul; Shalnak; Kavvek; Shalnor; Kavzhelaen; Shalor; Liankavor; Shalorin; Terrakav; Shalorveth; Velkavor; Shalpel; Zhelkav; Shalrin; Shalshan; Shalvar; Vershalaen; Vethshal,rinaen shalkav thal mahrvek.,There is survival from the ship.,LX-HTS1-0040
