entry_id,source_volume,source_section,page_number,celan_term,english_meaning,category,usage_context,original_wording,canon_status,notes,related_entry_ids,relationship_type,potential_tension_id,review_status,review_reason
LX-V3-0115,"Volume 3: Culture, Context, and Advanced Expression",Language Use Across the Nations of Ohnosha > Cultural Customization by Nation > Valkeldor,21-24,Morlatharim,Stone Heart Ceremony,National Ceremonial Term,Derived From: Morl (mountain) + thar (heart) + im (essence). Meaning: A ritual to honor resilience and fortify family bonds.,"Morlatharim: Stone Heart Ceremony
Derived From: Morl (mountain) + thar (heart) + im (essence).
Meaning: A ritual to honor resilience and fortify family bonds.
Example Phrase: ""Morlatharim shalil nor dren."" ""The stone heart flows by the water.""",Canon,Original term entry preserved.,PE-V3-0095,related usage,,Approved,
LX-V3-0116,"Volume 3: Culture, Context, and Advanced Expression",Language Use Across the Nations of Ohnosha > Cultural Customization by Nation > Valkeldor,21-24,Velmarineth,Elder's Blessing,National Ceremonial Term,Derived From: Vel (wisdom) + marin (branch) + eth (sacred). Meaning: A ceremony where elders bless the younger branches of the family tree.,"Velmarineth: Elder's Blessing
Derived From: Vel (wisdom) + marin (branch) + eth (sacred).
Meaning: A ceremony where elders bless the younger branches of the family tree.
Example Phrase: ""Velmarineth lian nor Felka."" ""The elder's blessing speaks to the child.""",Canon,Original term entry preserved.,PE-V3-0096,related usage,,Approved,
LX-V3-0117,"Volume 3: Culture, Context, and Advanced Expression",Language Use Across the Nations of Ohnosha > Cultural Customization by Nation > Nivveil,21-24,Velthaelvok,Winter Unity Ceremony,National Ceremonial Term,Derived From: Vel (cold) + thael (motion) + vok (unity). Meaning: A ritual for families to renew bonds during the harsh winter season.,"Velthaelvok: Winter Unity Ceremony
Derived From: Vel (cold) + thael (motion) + vok (unity).
Meaning: A ritual for families to renew bonds during the harsh winter season.
Example Phrase: ""Velthaelvok ser dren thal Velthaen."" ""The winter unity flows with the cold season.""",Canon,Original term entry preserved.,PE-V3-0097,related usage,,Approved,
LX-V3-0118,"Volume 3: Culture, Context, and Advanced Expression",Language Use Across the Nations of Ohnosha > Cultural Customization by Nation > Nivveil,21-24,Eshvelaneth,Snowstorm Guidance Ritual,National Ceremonial Term,Derived From: Esh (sky) + vel (cold) + aneth (strike). Meaning: A ritual to seek guidance during challenging times.,"Eshvelaneth: Snowstorm Guidance Ritual
Derived From: Esh (sky) + vel (cold) + aneth (strike).
Meaning: A ritual to seek guidance during challenging times.
Example Phrase: ""Eshvelaneth shan dren an Tharvok."" ""The snowstorm guidance passes to the family.""",Canon,Original term entry preserved.,PE-V3-0098,related usage,,Approved,
LX-V3-0119,"Volume 3: Culture, Context, and Advanced Expression",Language Use Across the Nations of Ohnosha > Cultural Customization by Nation > Jasara,21-24,Drenkorath,Oasis Blessing Ceremony,National Ceremonial Term,Derived From: Dren (water) + kor (source/strength) + ath (balance). Meaning: A ritual where families gather to honor and protect their oasis or water source.,"Drenkorath: Oasis Blessing Ceremony
Derived From: Dren (water) + kor (source/strength) + ath (balance).
Meaning: A ritual where families gather to honor and protect their oasis or water source.
Example Phrase: ""Drenkorath lian nor dren."" ""The oasis blessing speaks to the water.""",Canon,Original term entry preserved.,PE-V3-0099,related usage,,Approved,
LX-V3-0120,"Volume 3: Culture, Context, and Advanced Expression",Language Use Across the Nations of Ohnosha > Cultural Customization by Nation > Jasara,21-24,Shalorveth,Shadowlight Ritual,National Ceremonial Term,"Derived From: Shal (light) + or (essence) + veth (shadow). Meaning: A mystical ceremony that represents the balance between opposites (light and shadow, joy and sorrow) within family ties.","Shalorveth: Shadowlight Ritual
Derived From: Shal (light) + or (essence) + veth (shadow).
Meaning: A mystical ceremony that represents the balance between opposites (light and shadow, joy and sorrow) within family ties.
Example Phrase: ""Shalorveth kal dren thal Tharvok."" ""The shadowlight ritual strengthens with the family under balance.""",Canon,Original term entry preserved.,PE-V3-0100,related usage,,Approved,
LX-V3-0121,"Volume 3: Culture, Context, and Advanced Expression",Language Use Across the Nations of Ohnosha > Cultural Customization by Nation > Jasara,21-24,Velterim,Desert Passage Ceremony,National Ceremonial Term,"Derived From: Vel (stillness/cold) + ter (journey) + im (essence). Meaning: A coming-of-age ritual where individuals complete a journey across the desert, symbolizing growth and resilience.","Velterim: Desert Passage Ceremony
Derived From: Vel (stillness/cold) + ter (journey) + im (essence).
Meaning: A coming-of-age ritual where individuals complete a journey across the desert, symbolizing growth and resilience.
Example Phrase: ""Velterim shan dren nor Zhirelorim."" ""The desert passage passes to the coming-of-age ritual.""",Canon,Original term entry preserved.,PE-V3-0101,related usage,,Approved,
LX-V3-0122,"Volume 3: Culture, Context, and Advanced Expression",Language Use Across the Nations of Ohnosha > Cultural Customization by Nation > Marakor,21-24,Krezmorath,Fire Bond Ritual,National Ceremonial Term,"Derived From: Krez (fire) + mor (earth/grounding) + ath (balance). Meaning: A ritual performed around a fire to fortify family unity and resolve, often before significant challenges.","Krezmorath: Fire Bond Ritual
Derived From: Krez (fire) + mor (earth/grounding) + ath (balance).
Meaning: A ritual performed around a fire to fortify family unity and resolve, often before significant challenges.
Example Phrase: ""Krezmorath kal dren an Belvok."" ""The fire bond strengthens with the family.""",Canon,Original term entry preserved.,PE-V3-0102,related usage,,Approved,
LX-V3-0123,"Volume 3: Culture, Context, and Advanced Expression",Language Use Across the Nations of Ohnosha > Cultural Customization by Nation > Marakor,21-24,Tharvelim,Mountain Ancestor Ritual,National Ceremonial Term,Derived From: Thar (heart) + vel (wisdom) + im (essence). Meaning: A ceremony where the wisdom and strength of ancestors are invoked for guidance and protection.,"Tharvelim: Mountain Ancestor Ritual
Derived From: Thar (heart) + vel (wisdom) + im (essence).
Meaning: A ceremony where the wisdom and strength of ancestors are invoked for guidance and protection.
Example Phrase: ""Tharvelim lian dren an Terra."" ""The mountain ancestor ritual speaks to the Earth.""",Canon,Original term entry preserved.,PE-V3-0103,related usage,,Approved,
LX-V3-0124,"Volume 3: Culture, Context, and Advanced Expression",Language Use Across the Nations of Ohnosha > Cultural Customization by Nation > Marakor,21-24,Kalorinath,Fortress Bonding Ceremony,National Ceremonial Term,"Derived From: Kal (strength) + lorin (guide) + ath (balance). Meaning: A ritual marking the formal union of families, emphasizing collective strength and mutual guidance.","Kalorinath: Fortress Bonding Ceremony
Derived From: Kal (strength) + lorin (guide) + ath (balance).
Meaning: A ritual marking the formal union of families, emphasizing collective strength and mutual guidance.
Example Phrase: ""Kalorinath ser dren thal Tharvok."" ""The fortress bonding ceremony is with the family under balance.""",Canon,Original term entry preserved.,PE-V3-0104,related usage,,Approved,
LX-V3-0125,"Volume 3: Culture, Context, and Advanced Expression",Slurs for each of the eight nations,25-26,Varkareth,"""Metal-mover"" or ""gear-grinder""; implies reliance on machines and lack of natural warmth.",Slur,Used to insult Mechuma's heavy technological dependence over natural wisdom.,"Mechuma / Varkareth / ""Metal-mover"" or ""gear-grinder""; implies reliance on machines and lack of natural warmth. / Used to insult Mechuma's heavy technological dependence over natural wisdom.",Canon,Human-approved fused spelling applied: Varkareth. Proposed slur preserved from source chart.,,,PT-V3-0017,Source Ambiguity,source ambiguity
LX-V3-0126,"Volume 3: Culture, Context, and Advanced Expression",Slurs for each of the eight nations,25-26,Drenkaesh,"""Water-waster""; suggests carelessness or indulgence in water abundance.",Slur,Pelagaeans seen as wasteful by desert and mountain nations.,"Pelagae / Drenkaesh / ""Water-waster""; suggests carelessness or indulgence in water abundance. / Pelagaeans seen as wasteful by desert and mountain nations.",Canon,Human-approved fused spelling applied: Drenkaesh. Proposed slur preserved from source chart.,,,PT-V3-0017,Source Ambiguity,source ambiguity
LX-V3-0127,"Volume 3: Culture, Context, and Advanced Expression",Slurs for each of the eight nations,25-26,Tharfah,"""Weak-hearted"" or ""soft-rooted""; dismisses their gentle, nature-centric approach as sentimental.",Slur,Verdalrisians are mocked for being overly emotional or soft.,"Verdalris / Tharfah / ""Weak-hearted"" or ""soft-rooted""; dismisses their gentle, nature-centric approach as sentimental. / Verdalrisians are mocked for being overly emotional or soft.",Canon,Human-approved fused spelling applied: Tharfah. Proposed slur preserved from source chart.,,,PT-V3-0017,Source Ambiguity,source ambiguity
LX-V3-0128,"Volume 3: Culture, Context, and Advanced Expression",Slurs for each of the eight nations,25-26,Krez-verin,"""Fire-nothing"" or ""ash-breather""; criticizes their environment and resource scarcity.",Slur,Zarithans insulted for living in barren deserts with little resources.,"Zarithan / Krez-verin / ""Fire-nothing"" or ""ash-breather""; criticizes their environment and resource scarcity. / Zarithans insulted for living in barren deserts with little resources.",Canon,Proposed slur preserved from source chart.,,,PT-V3-0017,Source Ambiguity,source ambiguity
LX-V3-0129,"Volume 3: Culture, Context, and Advanced Expression",Slurs for each of the eight nations,25-26,Eshreth,"""Sky-confused""; implies a dreamy or detached nature under the icy skies.",Slur,Nivveil perceived as distant or impractical under harsh skies.,"Nivveil / Eshreth / ""Sky-confused""; implies a dreamy or detached nature under the icy skies. / Nivveil perceived as distant or impractical under harsh skies.",Canon,Human-approved fused spelling applied: Eshreth. Proposed slur preserved from source chart.,,,PT-V3-0017,Source Ambiguity,source ambiguity
LX-V3-0130,"Volume 3: Culture, Context, and Advanced Expression",Slurs for each of the eight nations,25-26,Rathorkinash,"""Ancient-prattler""; suggests being stuck in outdated traditions and unyielding.",Slur,Marakorians mocked for clinging to their ancient ways.,"Marakor / Rathorkinash / ""Ancient-prattler""; suggests being stuck in outdated traditions and unyielding. / Marakorians mocked for clinging to their ancient ways.",Canon,Human-approved fused spelling applied: Rathorkinash. Proposed slur preserved from source chart.,,,PT-V3-0017,Source Ambiguity,source ambiguity
LX-V3-0131,"Volume 3: Culture, Context, and Advanced Expression",Slurs for each of the eight nations,25-26,Vethordrenka,"""Shadow-water leech""; insults their reliance on hidden water resources or mysterious magic.",Slur,Jasarans accused of parasitically surviving through secretive means.,"Jasara / Vethordrenka / ""Shadow-water leech""; insults their reliance on hidden water resources or mysterious magic. / Jasarans accused of parasitically surviving through secretive means.",Canon,Human-approved fused spelling applied: Vethordrenka. Proposed slur preserved from source chart.,,,PT-V3-0017,Source Ambiguity,source ambiguity
LX-V3-0132,"Volume 3: Culture, Context, and Advanced Expression",Slurs for each of the eight nations,25-26,Morl-karash,"""Stone-brained""; criticizes rigidity and stubbornness, reflective of their mountain nature.",Slur,Valkeldorians labeled as hard-headed and unchangeable like stone.,"Valkeldor / Morl-karash / ""Stone-brained""; criticizes rigidity and stubbornness, reflective of their mountain nature. / Valkeldorians labeled as hard-headed and unchangeable like stone.",Canon,Proposed slur preserved from source chart.,,,PT-V3-0017,Source Ambiguity,source ambiguity
LX-V3-0133,"Volume 3: Culture, Context, and Advanced Expression",Numbering System and Basic Math in Celan > Base Numbers (1–10),29-30,Verin,Zero,Number,,Verin – Zero,Canon,Original term entry preserved.,,,,Approved,
LX-V3-0134,"Volume 3: Culture, Context, and Advanced Expression",Numbering System and Basic Math in Celan > Base Numbers (1–10),29-30,Unar,One,Number,,Unar – One,Canon,Original term entry preserved.,,,,Approved,
LX-V3-0135,"Volume 3: Culture, Context, and Advanced Expression",Numbering System and Basic Math in Celan > Base Numbers (1–10),29-30,Del,Two,Number,,Del – Two,Canon,Original term entry preserved.,,,,Approved,
LX-V3-0136,"Volume 3: Culture, Context, and Advanced Expression",Numbering System and Basic Math in Celan > Base Numbers (1–10),29-30,Tren,Three,Number,,Tren – Three,Canon,Original term entry preserved.,,,,Approved,
LX-V3-0137,"Volume 3: Culture, Context, and Advanced Expression",Numbering System and Basic Math in Celan > Base Numbers (1–10),29-30,Quen,Four,Number,,Quen – Four,Canon,Original term entry preserved.,,,,Approved,
LX-V3-0138,"Volume 3: Culture, Context, and Advanced Expression",Numbering System and Basic Math in Celan > Base Numbers (1–10),29-30,Peth,Five,Number,,Peth – Five,Canon,Original term entry preserved.,,,,Approved,
LX-V3-0139,"Volume 3: Culture, Context, and Advanced Expression",Numbering System and Basic Math in Celan > Base Numbers (1–10),29-30,Senar,Six,Number,,Senar – Six,Canon,Original term entry preserved.,,,,Approved,
LX-V3-0140,"Volume 3: Culture, Context, and Advanced Expression",Numbering System and Basic Math in Celan > Base Numbers (1–10),29-30,Sethe,Seven,Number,,Sethe – Seven,Canon,Original term entry preserved.,,,,Approved,
LX-V3-0141,"Volume 3: Culture, Context, and Advanced Expression",Numbering System and Basic Math in Celan > Base Numbers (1–10),29-30,Oven,Eight,Number,,Oven – Eight,Canon,Original term entry preserved.,,,,Approved,
LX-V3-0142,"Volume 3: Culture, Context, and Advanced Expression",Numbering System and Basic Math in Celan > Base Numbers (1–10),29-30,Nevar,Nine,Number,,Nevar – Nine,Canon,Original term entry preserved.,,,,Approved,
LX-V3-0143,"Volume 3: Culture, Context, and Advanced Expression",Numbering System and Basic Math in Celan > Base Numbers (1–10),29-30,Tenar,Ten,Number,,Tenar – Ten,Canon,Original term entry preserved.,,,,Approved,
LX-V4-0001,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Systemic Expansion > Section 2.2: A System for Verb Mood and Modality,3,Lianeth,Ability (Can/Able to),Modal Adverb,"""having true quality""","Ability (Can/Able to): Lianeth (""having true quality"") Example: Aen I lianeth. (I can speak.)",Canon,Original term entry preserved.,GR-V4-0002; PE-V4-0001,related usage,PT-V4-0003,Needs Human Review,terminology overlap
LX-V4-0002,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Systemic Expansion > Section 2.2: A System for Verb Mood and Modality,3,Belshara,Necessity (Must/Have to),Modal Adverb,"""on a bound path""","Necessity (Must/Have to): Belshara (""on a bound path"") Example: Var I belshara. (I must go.)",Canon,Original term entry preserved.,GR-V4-0002; PE-V4-0002,related usage,PT-V4-0003,Needs Human Review,terminology overlap
LX-V4-0003,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Systemic Expansion > Section 2.2: A System for Verb Mood and Modality,3,Rethlian,Possibility (May/Might),Modal Adverb,"""maybe/perhaps""","Possibility (May/Might): Rethlian (""maybe/perhaps"") Example: Var I rethlian. (I might go.)",Canon,Original term entry preserved.,GR-V4-0002; PE-V4-0003,related usage,PT-V4-0003,Needs Human Review,terminology overlap
LX-V4-0004,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Systemic Expansion > Section 2.2: A System for Verb Mood and Modality,3,Thar-ka,Desire (Want to),Modal Adverb,"""by heart's desire""","Desire (Want to): Thar-ka (""by heart's desire"") Example: Var I thar-ka. (I want to go.)",Canon,Original term entry preserved.,GR-V4-0002; PE-V4-0004,related usage,PT-V4-0003,Needs Human Review,terminology overlap
LX-V4-0005,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Systemic Expansion > Section 2.4: Advanced Pronouns (Dual & Clusivity),4-5,Inko,We two (me and you),Dual Pronoun,,Inko: We two (me and you),Canon,Original term entry preserved.,GR-V4-0005,expansion,PT-V4-0005,Approved,
LX-V4-0006,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Systemic Expansion > Section 2.4: Advanced Pronouns (Dual & Clusivity),4-5,Yako,You two,Dual Pronoun,,Yako: You two,Canon,Original term entry preserved.,GR-V4-0005,expansion,PT-V4-0005,Approved,
